SITE,N CHICKS,DATE,AGE CHICKS,START TIME,END TIME,IVIs,IVInum
75,2,25-Jul-18,14,12:12:49,12:25:48,03:55:03,0.1632
22,3,22-Jul-18,11,11:12:36,11:27:30,03:55:06,0.1633
33,2,13-Aug-18,24,15:16:26,15:32:50,03:55:23,0.1635
77,3,21-Jul-18,5,20:30:00,20:35:00,03:57:30,0.1649
57,2,23-Jul-18,7,10:15:00,10:22:30,03:57:30,0.1649
33,2,11-Aug-18,22,08:50:04,08:52:39,03:58:03,0.1653
57,1,17-Jul-18,1,22:03:56,22:07:30,03:58:56,0.1659
45,3,23-Jul-18,6,10:03:31,10:07:48,03:59:04,0.166
47,3,28-Jul-18,7,11:03:09,11:14:28,04:00:16,0.1669
57,2,23-Jul-18,7,16:09:46,16:11:46,04:00:41,0.1671
53,3,22-Jul-18,6,11:59:09,12:05:00,04:01:39,0.1678
75,1,28-Jul-18,17,18:25:54,18:33:10,04:01:59,0.168
3,4,29-Jul-18,14,15:46:57,16:01:24,04:02:27,0.1684
22,3,16-Jul-18,5,18:30:00,18:45:00,04:03:00,0.1688
29,1,26-Jul-18,13,21:17:08,21:20:00,04:03:04,0.1688
18,3,15-Jul-18,3,14:18:12,14:23:24,04:03:12,0.1689
3,4,20-Jul-18,5,12:14:40,12:17:37,04:04:16,0.1696
22,3,21-Jul-18,10,20:10:00,20:22:30,04:05:00,0.1701
18,3,16-Jul-18,4,17:30:22,17:35:00,04:06:13,0.171
22,3,20-Jul-18,9,18:42:19,18:53:15,04:07:19,0.1717
18,3,09-Aug-18,28,14:15:18,14:28:49,04:07:48,0.1721
77,1,13-Aug-18,28,20:03:07,20:15:00,04:08:07,0.1723
78,2,02-Aug-18,16,11:38:54,11:40:01,04:08:59,0.1729
78,2,07-Aug-18,21,11:44:44,11:45:56,04:09:44,0.1734
75,2,23-Jul-18,12,21:14:14,21:20:46,04:09:59,0.1736
80,3,02-Aug-18,20,10:20:00,10:30:50,04:11:19,0.1745
77,3,22-Jul-18,6,15:35:00,15:42:30,04:11:56,0.175
77,1,06-Aug-18,21,10:25:07,10:27:39,04:12:28,0.1753
80,3,22-Jul-18,9,19:50:00,19:57:30,04:12:30,0.1753
22,3,24-Jul-18,13,20:01:20,20:12:07,04:12:35,0.1754
97,3,23-Jul-18,9,10:00:00,10:15:00,04:15:00,0.1771
97,3,24-Jul-18,10,13:15:00,13:30:00,04:15:00,0.1771
57,2,18-Jul-18,2,20:25:04,20:28:32,04:15:04,0.1771
75,1,30-Jul-18,19,13:24:37,13:26:02,04:15:36,0.1775
78,2,23-Jul-18,6,17:44:05,17:50:51,04:16:02,0.1778
78,2,21-Jul-18,4,12:35:00,12:40:00,04:16:22,0.178
75,2,26-Jul-18,15,17:40:41,17:56:20,04:16:23,0.178
18,4,20-Jul-18,8,10:57:33,11:05:32,04:16:30,0.1781
33,2,12-Aug-18,23,15:35:48,15:37:13,04:16:48,0.1783
78,2,29-Jul-18,12,18:25:40,18:35:15,04:17:20,0.1787
18,4,18-Jul-18,6,15:36:42,15:44:38,04:18:42,0.1797
75,2,14-Jul-18,3,14:27:48,14:30:37,04:19:00,0.1799
75,1,29-Jul-18,18,15:56:42,16:12:23,04:19:02,0.1799
97,2,04-Aug-18,21,20:00:00,20:15:00,04:20:08,0.1806
78,2,24-Jul-18,7,16:24:31,16:36:01,04:20:33,0.1809
75,1,05-Aug-18,25,21:00:18,21:01:20,04:21:05,0.1813
75,2,16-Jul-18,5,12:53:21,13:01:28,04:21:22,0.1815
47,3,28-Jul-18,7,18:41:38,18:50:59,04:21:38,0.1817
3,4,25-Jul-18,10,21:30:40,21:41:16,04:21:42,0.1817
57,2,21-Jul-18,5,22:15:00,22:22:30,04:21:55,0.1819
18,3,04-Aug-18,23,15:18:29,15:22:30,04:22:04,0.182
45,2,19-Jul-18,2,23:31:20,23:34:52,04:22:23,0.1822
22,3,22-Jul-18,11,15:50:00,15:53:45,04:22:30,0.1823
45,3,21-Jul-18,4,16:02:26,16:08:42,04:22:27,0.1823
77,3,02-Aug-18,17,17:13:05,17:25:00,04:22:39,0.1824
18,3,07-Aug-18,26,17:52:50,17:52:55,04:22:50,0.1825
80,3,30-Jul-18,17,15:00:00,15:01:31,04:23:04,0.1827
45,3,13-Aug-18,28,18:55:52,18:57:25,04:23:55,0.1833
147,1,20-Jul-18,6,18:16:15,18:23:17,04:24:20,0.1836
78,2,30-Jul-18,13,12:12:52,12:24:17,04:25:29,0.1844
53,3,21-Jul-18,5,12:22:55,12:35:34,04:25:42,0.1845
22,3,19-Jul-18,8,16:38:14,16:47:04,04:25:44,0.1845
77,3,24-Jul-18,8,18:35:00,18:42:30,04:27:30,0.1858
77,3,26-Jul-18,10,21:10:00,21:15:00,04:27:32,0.1858
22,3,19-Jul-18,8,09:55:00,10:02:05,04:27:30,0.1858
75,1,01-Aug-18,21,09:55:00,10:10:27,04:27:39,0.1859
78,2,21-Jul-18,4,17:08:42,17:20:00,04:28:42,0.1866
47,3,26-Jul-18,5,20:36:52,20:44:38,04:30:56,0.1881
77,1,04-Aug-18,19,16:59:19,17:02:30,04:31:41,0.1887
29,1,24-Jul-18,11,18:01:14,18:09:04,04:32:32,0.1893
18,3,01-Aug-18,20,13:49:37,14:06:01,04:33:06,0.1897
18,4,24-Jul-18,12,12:28:10,12:44:07,04:33:51,0.1902
77,3,21-Jul-18,5,11:05:00,11:12:30,04:35:00,0.191
29,1,02-Aug-18,19,14:57:45,14:59:34,04:36:25,0.192
3,4,21-Jul-18,6,11:40:00,11:46:07,04:39:48,0.1943
47,3,29-Jul-18,8,17:49:53,18:00:01,04:40:14,0.1946
45,3,08-Aug-18,23,11:31:10,11:31:53,04:40:25,0.1947
29,1,30-Jul-18,17,14:40:55,14:41:05,04:40:48,0.195
53,3,29-Jul-18,13,16:22:12,16:28:29,04:40:57,0.1951
75,2,26-Jul-18,15,12:37:59,12:48:07,04:42:13,0.196
57,2,24-Jul-18,8,20:22:28,20:32:30,04:42:40,0.1963
18,2,14-Jul-18,2,13:50:33,13:54:12,04:43:31,0.1969
29,1,04-Aug-18,21,09:27:22,09:30:00,04:43:29,0.1969
33,2,06-Aug-18,17,12:54:27,13:07:52,04:43:50,0.1971
75,2,18-Jul-18,7,20:20:24,20:29:16,04:43:58,0.1972
29,1,27-Jul-18,14,16:38:32,16:40:45,04:44:07,0.1973
29,1,30-Jul-18,17,23:14:57,23:21:52,04:44:11,0.1973
77,3,20-Jul-18,4,20:50:00,20:55:00,04:47:30,0.1997
33,2,06-Aug-18,17,17:46:00,17:56:43,04:47:46,0.1998
53,3,19-Jul-18,3,12:04:36,12:17:30,04:48:15,0.2002
29,1,25-Jul-18,12,11:58:43,12:03:45,04:50:07,0.2015
3,3,08-Aug-18,24,20:07:17,20:22:10,04:50:57,0.202
77,1,04-Aug-18,19,12:25:07,12:27:39,04:51:28,0.2024
77,3,25-Jul-18,9,12:05:00,12:22:30,04:52:30,0.2031
80,3,28-Jul-18,15,12:10:00,12:27:30,04:52:30,0.2031
29,1,02-Aug-18,19,20:02:32,20:17:30,04:52:48,0.2033
53,3,28-Jul-18,12,15:13:32,15:22:30,04:54:52,0.2048
75,2,17-Jul-18,6,22:30:00,22:42:30,04:55:28,0.2052
77,1,06-Aug-18,21,16:17:34,16:21:26,04:56:17,0.2058
33,2,21-Jul-18,2,07:33:59,07:47:32,04:57:09,0.2064
80,3,29-Jul-18,16,16:25:00,16:32:30,04:57:30,0.2066
3,4,22-Jul-18,7,17:35:00,17:43:33,04:57:30,0.2066
53,3,26-Jul-18,10,17:35:00,17:45:00,04:57:49,0.2068
18,4,21-Jul-18,9,11:15:00,11:23:47,04:58:01,0.207
22,2,13-Jul-18,2,09:51:49,09:55:57,04:59:03,0.2077
77,3,20-Jul-18,4,12:00:00,12:12:30,05:00:00,0.2083
97,2,27-Jul-18,13,17:15:00,17:30:00,05:00:00,0.2083
45,3,07-Aug-18,22,09:54:48,09:57:06,05:00:27,0.2086
77,3,23-Jul-18,7,12:55:00,13:02:30,05:02:30,0.2101
45,3,22-Jul-18,5,18:34:54,18:40:38,05:02:33,0.2101
45,3,27-Jul-18,10,13:19:48,13:25:35,05:05:04,0.2119
22,3,16-Jul-18,5,09:15:00,09:23:18,05:05:52,0.2124
29,1,05-Aug-18,22,16:50:55,16:56:35,05:07:18,0.2134
75,1,30-Jul-18,19,18:33:34,18:37:30,05:07:32,0.2136
3,3,19-Jul-18,4,12:11:25,12:18:07,05:08:17,0.2141
75,2,25-Jul-18,14,17:34:20,17:41:06,05:08:32,0.2143
75,1,03-Aug-18,23,11:58:51,12:02:48,05:09:36,0.215
29,1,04-Aug-18,21,17:46:41,17:51:47,05:09:56,0.2152
77,3,29-Jul-18,13,17:10:00,17:15:00,05:10:00,0.2153
47,3,29-Jul-18,8,11:47:33,11:55:10,05:10:04,0.2153
53,2,18-Jul-18,2,16:48:26,17:00:00,05:10:56,0.2159
97,2,04-Aug-18,21,15:12:42,15:39:53,05:11:38,0.2164
45,3,20-Jul-18,3,13:31:20,13:41:25,05:11:40,0.2164
77,3,19-Jul-18,3,22:35:00,22:40:00,05:12:30,0.217
78,2,19-Jul-18,2,14:26:05,14:31:45,05:13:35,0.2178
75,2,15-Jul-18,4,17:34:10,17:38:44,05:14:46,0.2186
97,3,24-Jul-18,10,18:45:00,19:00:00,05:15:00,0.2188
30,3,22-Jul-18,7,14:42:47,14:47:30,05:16:02,0.2195
33,2,01-Aug-18,12,14:08:36,14:14:09,05:16:14,0.2196
75,2,17-Jul-18,6,14:26:44,14:31:22,05:19:18,0.2217
3,4,29-Jul-18,14,10:06:42,10:15:19,05:19:11,0.2217
29,1,05-Aug-18,22,22:16:06,22:21:41,05:19:31,0.2219
30,3,20-Jul-18,5,09:11:58,09:22:11,05:19:28,0.2219
30,3,23-Jul-18,8,15:15:00,15:27:30,05:19:29,0.2219
53,3,19-Jul-18,4,17:39:58,17:51:09,05:22:28,0.2239
77,3,23-Jul-18,7,22:00:00,21:37:30,05:22:30,0.224
78,2,01-Aug-18,15,19:30:00,19:39:29,05:22:56,0.2243
3,4,26-Jul-18,11,16:31:34,16:37:18,05:29:29,0.2288
97,2,27-Jul-18,13,23:00:00,23:15:00,05:30:00,0.2292
18,4,25-Jul-18,13,15:27:47,15:36:20,05:30:15,0.2293
45,3,21-Jul-18,4,21:39:50,21:47:51,05:31:08,0.23
33,2,11-Aug-18,22,15:00:47,15:03:32,05:32:15,0.2307
57,2,24-Jul-18,8,13:50:00,14:02:12,05:33:15,0.2314
33,2,31-Jul-18,11,13:44:05,13:51:43,05:33:10,0.2314
53,3,28-Jul-18,12,10:13:54,10:18:40,05:33:23,0.2315
78,2,06-Aug-18,20,13:32:29,13:34:18,05:34:32,0.2323
33,2,08-Aug-18,19,21:49:44,22:09:02,05:35:26,0.2329
77,1,07-Aug-18,22,17:20:00,17:25:00,05:38:08,0.2348
53,3,30-Jul-18,14,17:11:52,17:15:32,05:40:04,0.2362
30,3,20-Jul-18,5,16:23:35,16:33:28,05:41:43,0.2373
18,3,10-Aug-18,29,16:00:22,16:13:43,05:42:32,0.2379
53,3,23-Jul-18,7,09:35:59,09:45:00,05:42:53,0.2381
75,2,15-Jul-18,4,09:28:50,09:33:41,05:44:24,0.2392
47,3,27-Jul-18,6,09:31:58,09:41:36,05:46:28,0.2406
45,3,20-Jul-18,3,19:21:59,19:26:32,05:46:35,0.2407
80,3,31-Jul-18,18,14:52:35,14:56:41,05:52:35,0.2448
75,1,17-Aug-18,37,17:29:58,17:32:10,05:57:28,0.2482
77,1,05-Aug-18,20,13:39:59,13:47:30,05:59:59,0.25
97,2,27-Jul-18,13,12:00:00,12:15:00,06:00:00,0.25
97,2,01-Aug-18,18,20:15:00,19:26:01,06:00:00,0.25
33,2,28-Jul-18,8,12:45:00,12:52:30,06:01:34,0.2511
77,3,27-Jul-18,11,13:25:50,13:29:12,06:03:20,0.2523
18,3,16-Jul-18,4,11:49,11:56:58,06:04:02,0.2528
53,3,25-Jul-18,9,14:09:13,14:17:39,06:04:32,0.2531
75,2,13-Jul-18,2,15:24:41,15:25:00,06:04:41,0.2533
33,2,27-Jul-18,7,12:03:00,12:14:09,06:06:19,0.2544
18,3,15-Jul-18,3,20:30:00,20:37:37,06:06:36,0.2546
30,3,21-Jul-18,6,11:27:42,11:36:21,06:08:12,0.2557
77,1,14-Aug-18,29,14:50:00,15:20:31,06:09:27,0.2566
57,2,22-Jul-18,6,16:10:00,06:17:30,06:10:00,0.2569
78,2,05-Aug-18,19,15:38:53,15:40:53,06:12:19,0.2586
33,2,03-Aug-18,14,18:15:59,18:25:47,06:12:27,0.2586
3,4,27-Jul-18,12,14:57:22,15:02:49,06:12:29,0.2587
22,3,23-Jul-18,12,18:30:00,18:42:30,06:12:30,0.2587
18,3,16-Jul-18,4,23:50:54,11:58:22,06:15:54,0.261
53,3,20-Jul-18,4,13:09:31,13:16:38,06:18:37,0.2629
3,3,06-Aug-18,22,19:33:30,19:45:35,06:19:44,0.2637
18,4,30-Jul-18,18,16:22:08,16:35:28,06:21:55,0.2652
30,3,01-Aug-18,17,16:23:31,16:27:24,06:22:20,0.2655
22,3,15-Jul-18,4,19:15:00,19:23:22,06:22:42,0.2658
80,3,21-Jul-18,8,11:30:00,11:37:23,06:25:00,0.2674
45,3,24-Jul-18,7,17:45:16,17:49:41,06:25:26,0.2677
29,1,06-Aug-18,23,20:46:24,20:51:44,06:32:09,0.2723
18,3,07-Aug-18,26,12:49:03,13:15:38,06:34:02,0.2736
97,2,06-Aug-18,23,16:57:57,16:59:04,06:34:54,0.2742
77,3,28-Jul-18,12,16:55:00,17:02:30,06:35:00,0.2743
77,1,09-Aug-18,24,15:40:31,15:40:41,06:35:31,0.2747
77,1,07-Aug-18,22,11:20:00,11:41:52,06:37:30,0.276
97,2,05-Aug-18,22,19:15:00,19:34:59,06:37:30,0.276
29,1,03-Aug-18,20,15:11:54,15:13:32,06:39:20,0.2773
97,1,17-Jul-18,3,14:28:49,14:34:24,06:42:17,0.2794
75,1,27-Jul-18,16,17:02:34,17:18:08,06:50:54,0.2853
147,1,20-Jul-18,6,13:47:48,13:51:55,06:56:02,0.2889
78,2,28-Jul-18,11,14:45:00,07:25:00,06:57:27,0.2899
80,3,28-Jul-18,15,20:40:00,21:15:00,06:57:30,0.2899
30,3,29-Jul-18,14,16:20:00,16:25:00,06:57:30,0.2899
29,1,29-Jul-18,16,19:01:34,19:07:21,07:00:28,0.292
3,3,08-Aug-18,24,15:12:48,15:16:20,07:00:43,0.2922
97,2,02-Aug-18,19,15:30:00,15:31:46,07:02:20,0.2933
33,2,08-Aug-18,19,15:28:12,15:29:40,07:03:16,0.2939
33,2,20-Jul-18,1,15:57:39,16:00:47,07:10:01,0.2986
29,2,15-Jul-18,2,22:23:30,22:31:23,07:15:00,0.3021
75,2,24-Jul-18,13,12:46:46,12:59:32,07:18:43,0.3047
18,4,27-Jul-18,15,15:37:08,15:57:16,07:20:29,0.3059
18,4,19-Jul-18,7,15:27,15:37:13,07:23:35,0.308
97,2,28-Jul-18,14,15:45:00,16:00:00,07:30:00,0.3125
47,3,30-Jul-18,9,15:20:00,15:27:18,07:32:07,0.314
80,3,21-Jul-18,8,19:10:00,19:25:30,07:32:37,0.3143
147,2,17-Jul-18,3,18:33:21,18:36:46,07:39:02,0.3188
77,2,03-Aug-18,18,20:50:00,21:06:46,07:41:42,0.3206
22,2,13-Jul-18,2,17:40:39,17:45:00,07:44:42,0.3227
75,1,31-Jul-18,20,16:34:06,16:39:20,07:49:06,0.3258
75,2,23-Jul-18,12,13:24:41,13:38:25,07:52:16,0.328
75,1,03-Aug-18,23,21:53:01,21:55:17,07:52:35,0.3282
3,1,11-Aug-18,27,17:10:55,17:44:08,07:53:25,0.3288
78,2,27-Jul-18,10,13:14:35,13:23:33,07:57:05,0.3313
45,3,12-Aug-18,27,18:21:57,18:23:21,07:59:32,0.333
97,3,25-Jul-18,11,17:45:00,18:00:00,08:00:00,0.3333
80,3,02-Aug-18,20,22:38:39,22:39:31,08:00:31,0.3337
97,3,21-Jul-18,7,15:18:54,15:31:31,08:03:54,0.336
57,1,17-Jul-18,1,18:00:00,18:05:00,08:11:40,0.3414
97,2,26-Jul-18,12,19:30:00,19:45:00,08:15:00,0.3438
80,3,26-Jul-18,13,14:45:00,14:48:40,08:17:30,0.3455
97,2,30-Jul-18,16,16:15:00,16:24:24,08:22:54,0.3492
33,2,10-Aug-18,21,14:19:55,14:23:15,08:28:47,0.3533
22,3,14-Jul-18,3,10:35:16,10:38:13,08:32:11,0.3557
97,1,17-Jul-18,3,23:09:47,23:11:11,08:35:23,0.3579
80,3,20-Jul-18,7,14:10:00,14:21:39,08:37:30,0.3594
77,2,19-Jul-18,3,14:30:00,14:17:30,08:42:30,0.3628
97,3,22-Jul-18,8,14:30:00,13:45:00,08:45:00,0.3646
80,3,01-Aug-18,19,22:11:23,22:14:23,09:00:20,0.3752
78,2,28-Jul-18,11,16:38:09,16:46:19,09:13:09,0.3841
33,2,21-Jul-18,2,17:10:00,17:17:30,09:22:28,0.3906
97,3,23-Jul-18,9,19:45:00,20:00:00,09:30:00,0.3958
57,2,25-Jul-18,9,16:25:00,16:32:23,10:02:30,0.4184
57,2,19-Jul-18,3,18:35:00,18:41:06,10:05:00,0.4201
80,3,22-Jul-18,9,15:30:00,15:37:30,10:12:30,0.4253
57,2,20-Jul-18,4,17:30:00,17:37:18,10:12:30,0.4253
147,1,19-Jul-18,5,17:40:55,17:45:29,10:16:34,0.4282
30,3,26-Jul-18,11,18:10:00,18:17:30,10:17:30,0.4288
78,2,08-Aug-18,22,17:16:54,17:17:04,10:33:31,0.4399
75,1,10-Aug-18,30,19:00:07,19:22:21,10:41:54,0.4458
29,2,17-Jul-18,4,22:06:46,22:12:30,10:55:01,0.4549
75,1,06-Aug-18,26,17:45:05,17:49:44,11:00:05,0.4584
75,1,04-Aug-18,24,18:39:11,18:40:29,11:12:51,0.4673
30,3,24-Jul-18,9,16:10:00,16:22:30,11:22:30,0.474
77,1,11-Aug-18,26,20:45:00,20:50:00,11:27:30,0.4774
22,3,17-Jul-18,6,17:20:00,17:29:47,12:20:00,0.5139
97,2,03-Aug-18,20,20:22:30,20:23:14,12:30:00,0.5208
78,2,20-Jul-18,3,17:53:15,18:05:53,13:05:45,0.5457
97,2,18-Jul-18,4,21:19:41,21:24:56,13:41:07,0.5702
78,1,17-Jul-18,1,18:20:32,18:29:40,NA,NA
78,2,19-Jul-18,2,09:10:00,09:12:30,NA,NA
78,2,20-Jul-18,3,04:40:00,04:47:30,NA,NA
78,2,21-Jul-18,4,05:00:00,05:07:00,NA,NA
78,2,22-Jul-18,5,16:27:39,16:35:00,NA,NA
78,2,23-Jul-18,6,06:15:00,06:27:30,NA,NA
78,2,24-Jul-18,7,07:55:00,08:03:12,NA,NA
78,2,25-Jul-18,8,04:50:00,04:56:11,NA,NA
78,2,26-Jul-18,9,09:57:14,10:10:25,NA,NA
78,2,27-Jul-18,10,05:07:17,05:17:30,NA,NA
78,2,28-Jul-18,11,07:36:59,07:47:33,NA,NA
78,2,29-Jul-18,12,14:00:00,14:08:20,NA,NA
78,2,30-Jul-18,13,04:54:06,04:55:00,NA,NA
78,2,31-Jul-18,14,05:35:00,05:41:09,NA,NA
78,2,01-Aug-18,15,04:26:16,04:35:04,NA,NA
78,2,02-Aug-18,16,04:56:26,04:58:49,NA,NA
78,2,03-Aug-18,17,06:26:02,06:43:07,NA,NA
78,2,06-Aug-18,20,07:49:42,07:57:57,NA,NA
78,2,07-Aug-18,21,05:22:36,06:05:00,NA,NA
78,2,08-Aug-18,22,05:26:24,05:30:36,NA,NA
78,2,09-Aug-18,23,04:43:12,04:45:13,NA,NA
77,2,17-Jul-18,1,19:14:04,19:16:13,NA,NA
77,2,18-Jul-18,2,11:21:48,11:25:00,NA,NA
77,2,19-Jul-18,3,05:45:00,05:47:30,NA,NA
77,3,20-Jul-18,4,04:40:38,04:52:30,NA,NA
77,3,21-Jul-18,5,03:52:57,04:02:30,NA,NA
77,3,22-Jul-18,6,05:00:00,05:07:30,NA,NA
77,3,23-Jul-18,7,05:10:26,05:17:02,NA,NA
77,3,24-Jul-18,8,03:35:00,03:41:41,NA,NA
77,3,25-Jul-18,9,07:02:40,07:12:30,NA,NA
77,3,26-Jul-18,10,09:33:43,09:37:30,NA,NA
77,3,27-Jul-18,11,07:10:00,07:22:30,NA,NA
77,3,28-Jul-18,12,08:40:00,08:45:00,NA,NA
77,3,29-Jul-18,13,05:20:00,05:25:00,NA,NA
77,3,30-Jul-18,14,04:14:44,04:17:30,NA,NA
77,3,31-Jul-18,15,04:05:00,04:10:00,NA,NA
77,3,01-Aug-18,16,05:53:30,05:57:44,NA,NA
77,3,02-Aug-18,17,06:05:00,06:16:49,NA,NA
77,3,03-Aug-18,18,05:30:27,05:40:00,NA,NA
77,2,04-Aug-18,19,04:29:55,04:42:30,NA,NA
77,1,05-Aug-18,20,07:35:00,07:40:00,NA,NA
77,1,06-Aug-18,21,05:45:01,05:47:56,NA,NA
77,1,07-Aug-18,22,04:39:15,04:42:30,NA,NA
77,1,08-Aug-18,23,10:36:59,10:41:57,NA,NA
77,1,09-Aug-18,24,09:00:00,09:05:00,NA,NA
77,1,10-Aug-18,25,09:10:00,09:17:30,NA,NA
77,1,12-Aug-18,27,08:30:00,08:35:00,NA,NA
77,1,13-Aug-18,28,06:45:00,07:45:00,NA,NA
77,1,14-Aug-18,29,07:00:44,07:03:51,NA,NA
77,1,15-Aug-18,30,09:25,09:30:00,NA,NA
80,3,17-Jul-18,4,14:09:34,14:23:26,NA,NA
80,3,18-Jul-18,5,13:45:00,13:50:00,NA,NA
80,3,19-Jul-18,6,05:20:00,05:25:00,NA,NA
80,3,21-Jul-18,8,04:50:00,05:05:00,NA,NA
80,3,22-Jul-18,9,05:10:00,05:17:30,NA,NA
80,3,23-Jul-18,10,11:07:29,11:18:28,NA,NA
80,3,24-Jul-18,11,07:10:00,07:17:30,NA,NA
80,3,25-Jul-18,12,13:09:55,13:14:42,NA,NA
80,3,26-Jul-18,13,06:20:00,06:27:30,NA,NA
80,3,27-Jul-18,14,05:55:00,06:00:00,NA,NA
80,3,28-Jul-18,15,06:56:48,07:17:30,NA,NA
80,3,29-Jul-18,16,09:46:48,09:51:15,NA,NA
80,3,30-Jul-18,17,06:40:00,06:43:43,NA,NA
80,3,31-Jul-18,18,07:00:00,07:05:00,NA,NA
80,3,01-Aug-18,19,05:53:23,05:54:38,NA,NA
80,3,02-Aug-18,20,05:53:59,05:55:00,NA,NA
80,3,03-Aug-18,21,07:29:32,07:37:30,NA,NA
75,1,12-Jul-18,1,23:35:11,23:38:49,NA,NA
75,2,13-Jul-18,2,05:37:34,05:40:32,NA,NA
75,2,14-Jul-18,3,06:29:51,06:34:11,NA,NA
75,2,15-Jul-18,4,03:41:20,03:44:26,NA,NA
75,2,16-Jul-18,5,02:25:28,02:28:34,NA,NA
75,2,17-Jul-18,6,03:13:50,03:18:01,NA,NA
75,2,18-Jul-18,7,05:01:28,05:07:40,NA,NA
75,2,19-Jul-18,8,05:24:36,05:32:25,NA,NA
75,2,24-Jul-18,13,05:21:14,05:28:03,NA,NA
75,2,25-Jul-18,14,04:17:54,04:20:54,NA,NA
75,2,26-Jul-18,15,03:43:24,03:48:26,NA,NA
75,2,27-Jul-18,16,06:33:17,06:40:00,NA,NA
75,1,28-Jul-18,17,10:17:24,10:25:19,NA,NA
75,1,29-Jul-18,18,07:29:50,07:36:20,NA,NA
75,1,30-Jul-18,19,09:02:30,09:09:01,NA,NA
75,1,31-Jul-18,20,06:49:16,06:54:00,NA,NA
75,1,01-Aug-18,21,04:23:33,04:26:40,NA,NA
75,1,02-Aug-18,22,03:38:08,03:43:50,NA,NA
75,1,03-Aug-18,23,03:56:33,03:58:21,NA,NA
75,1,04-Aug-18,24,07:25:33,07:26:20,NA,NA
75,1,05-Aug-18,25,15:18:46,15:37:30,NA,NA
75,1,06-Aug-18,26,04:34:00,04:38:23,NA,NA
75,1,07-Aug-18,27,12:49:20,12:51:50,NA,NA
75,1,09-Aug-18,29,16:12:55,16:17:45,NA,NA
75,1,10-Aug-18,30,08:16:14,08:18:13,NA,NA
75,1,14-Aug-18,34,06:00:39,06:52:30,NA,NA
75,1,16-Aug-18,36,10:03:12,10:22:30,NA,NA
53,2,18-Jul-18,2,11:23:16,11:37:30,NA,NA
53,3,19-Jul-18,3,07:07:57,07:16:20,NA,NA
53,3,20-Jul-18,4,03:27:14,03:35:54,NA,NA
53,3,21-Jul-18,5,03:53:01,04:03:55,NA,NA
53,3,22-Jul-18,6,07:49:07,07:57:30,NA,NA
53,3,23-Jul-18,7,03:48:40,03:53:06,NA,NA
53,3,24-Jul-18,8,07:33:14,07:43:34,NA,NA
53,3,25-Jul-18,9,04:05:00,04:12:12,NA,NA
53,3,26-Jul-18,10,04:40:00,04:45:47,NA,NA
53,3,27-Jul-18,11,07:39:52,07:47:17,NA,NA
53,3,28-Jul-18,12,04:32:20,04:40:31,NA,NA
53,3,29-Jul-18,13,04:08:06,04:16:26,NA,NA
53,3,30-Jul-18,14,05:37:23,05:41:51,NA,NA
53,3,31-Jul-18,15,07:15:55,07:26:24,NA,NA
53,3,01-Aug-18,16,05:43:12,05:45:24,NA,NA
47,3,25-Jul-18,4,12:47:57,12:56:09,NA,NA
47,3,26-Jul-18,5,10:44:33,10:55:03,NA,NA
47,3,27-Jul-18,6,03:36:42,03:45:30,NA,NA
47,3,28-Jul-18,7,06:49:06,07:02:53,NA,NA
47,3,29-Jul-18,8,04:12:27,04:25:26,NA,NA
47,3,30-Jul-18,9,04:33:41,04:42:01,NA,NA
47,3,31-Jul-18,10,07:34:34,07:46:55,NA,NA
97,1,15-Jul-18,1,16:24:34,16:28:15,NA,NA
97,1,16-Jul-18,2,07:00:00,07:15:00,NA,NA
97,2,18-Jul-18,4,07:31:58,07:38:34,NA,NA
97,3,19-Jul-18,5,17:15:00,17:25:14,NA,NA
97,3,20-Jul-18,6,07:00:00,07:15:00,NA,NA
97,3,22-Jul-18,8,05:30:00,05:45:00,NA,NA
97,3,23-Jul-18,9,05:30:00,05:45:00,NA,NA
97,3,24-Jul-18,10,06:32:17,06:38:44,NA,NA
97,3,25-Jul-18,11,07:00:00,07:15:00,NA,NA
97,2,26-Jul-18,12,11:00:00,11:15:00,NA,NA
97,2,27-Jul-18,13,05:45:00,06:00:00,NA,NA
97,2,28-Jul-18,14,05:30:00,04:45:00,NA,NA
97,2,29-Jul-18,15,14:15:00,14:23:40,NA,NA
97,2,30-Jul-18,16,07:45:00,07:52:06,NA,NA
97,2,31-Jul-18,17,12:00:00,12:08:38,NA,NA
97,2,02-Aug-18,19,09:15:00,08:27:40,NA,NA
97,2,03-Aug-18,20,06:45:00,07:00:00,NA,NA
97,2,04-Aug-18,21,09:05:29,09:10:20,NA,NA
97,2,05-Aug-18,22,09:56:22,09:57:24,NA,NA
97,2,06-Aug-18,23,06:00:00,06:21:52,NA,NA
57,1,17-Jul-18,1,09:45:18,09:48:19,NA,NA
57,2,18-Jul-18,2,16:05:00,16:10:00,NA,NA
57,2,19-Jul-18,3,08:20:00,08:30:00,NA,NA
57,2,20-Jul-18,4,07:10:00,07:17:30,NA,NA
57,2,21-Jul-18,5,05:05:00,05:12:30,NA,NA
57,2,22-Jul-18,6,06:50:00,06:57:30,NA,NA
57,2,24-Jul-18,8,06:25:00,06:32:30,NA,NA
57,2,25-Jul-18,9,06:15:50,06:22:30,NA,NA
57,2,26-Jul-18,10,08:25:49,08:32:30,NA,NA
147,2,17-Jul-18,3,10:41:37,10:45:11,NA,NA
147,2,18-Jul-18,4,10:03:44,10:09:32,NA,NA
